@relation whatever

@attribute 'Driver State' { 8 , 6 , 9 , 1 , 7 , 3 , 5 , 2 , 4 } 
@attribute 'Speed (GPS)' numeric
@attribute 'Engine Load' numeric
@attribute 'Throttle Position(Manifold)' numeric
@attribute 'Engine RPM' numeric
@attribute 'Speed (OBD)' numeric
@attribute 'Torque' numeric
@attribute 'GPS Bearing' numeric
@attribute 'Air Fuel Ratio(Measured)' numeric
@attribute 'Engine Load(Absolute)' numeric
@attribute 'Relative Throttle Position' numeric
@attribute 'Absolute Throttle Position B' numeric
@attribute 'Accelerator PedalPosition D' numeric
@attribute 'Accelerator PedalPosition E' numeric
@attribute 'Air Fuel Ratio(Commanded)' numeric
@attribute 'Engine kW (At the wheels)' numeric


@data
8 , 3.6029 , 53.333 , 11.765 , 858.5 , 0 , 0 , 252 , 14.769 , 29.02 , 3.1372 , 12.157 , 17.647 , 9.0196 , 14.554 , 0 
8 , 3.6029 , 49.02 , 11.373 , 858.5 , 0 , 0 , 252 , 14.517 , 29.412 , 3.1372 , 12.157 , 17.647 , 9.0196 , 14.554 , 0 
6 , 3.6029 , 44.314 , 9.8039 , 1262 , 0 , 0 , 252 , 14.619 , 31.372 , 3.1372 , 12.549 , 22.353 , 11.373 , 14.554 , 0 
8 , 3.6029 , 36.078 , 11.765 , 1100 , 0 , 0 , 252 , 14.619 , 25.49 , 3.5294 , 12.549 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.078 , 11.765 , 1044 , 0 , 0 , 252 , 14.675 , 25.098 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0 
6 , 3.6029 , 38.824 , 11.765 , 1044 , 0 , 0 , 252 , 14.63 , 27.451 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0 
6 , 3.6029 , 45.49 , 11.765 , 881.75 , 0 , 0 , 252 , 14.868 , 27.451 , 3.1372 , 12.941 , 15.294 , 7.8431 , 14.848 , 0 
6 , 3.6029 , 45.49 , 11.765 , 782 , 1 , 0.80274 , 252 , 14.868 , 32.549 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0.089129 
6 , 3.6029 , 66.275 , 12.157 , 832 , 2 , 1.6447 , 252 , 14.698 , 33.333 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0.19429 
6 , 3.6029 , 61.569 , 12.157 , 860.5 , 1 , 1.6447 , 252 , 14.698 , 30.98 , 1.9608 , 12.157 , 15.294 , 7.8431 , 14.554 , 0.19429 
6 , 3.6029 , 61.569 , 11.765 , 843 , 1 , 1.6447 , 252 , 14.504 , 32.549 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0.19429 
6 , 3.6029 , 63.529 , 12.157 , 843 , 2 , 1.5105 , 252 , 14.886 , 29.412 , 3.1372 , 11.765 , 15.294 , 7.8431 , 14.554 , 0.18079 
6 , 3.6029 , 53.333 , 12.157 , 885.5 , 2 , 1.5105 , 252 , 14.444 , 29.412 , 3.1372 , 11.765 , 15.294 , 7.8431 , 14.554 , 0.18079 
6 , 3.6029 , 61.176 , 12.157 , 831.25 , 2 , 1.5105 , 252 , 14.58 , 32.549 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0.18079 
6 , 3.6029 , 59.608 , 11.765 , 835 , 1 , 0 , 252 , 14.944 , 30.588 , 3.1372 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
6 , 3.6029 , 62.353 , 12.157 , 839 , 2 , 1.7013 , 252 , 14.705 , 33.725 , 3.1372 , 10.588 , 15.294 , 7.8431 , 14.554 , 0.20267 
8 , 3.6029 , 56.471 , 10.196 , 832.75 , 2 , 1.7013 , 252 , 14.66 , 33.725 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.554 , 0.20267 
8 , 3.6029 , 41.569 , 10.588 , 832.75 , 0 , 1.7013 , 252 , 14.66 , 24.314 , 1.9608 , 10.588 , 15.294 , 7.8431 , 14.554 , 0.20267 
8 , 3.6029 , 41.569 , 10.588 , 834.25 , 0 , 1.7013 , 252 , 15.044 , 22.353 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0.20267 
8 , 3.6029 , 37.255 , 10.196 , 834.25 , 0 , 0 , 252 , 15.238 , 26.667 , 3.1372 , 11.765 , 15.294 , 7.8431 , 14.554 , 0 
9 , 3.6029 , 58.039 , 12.157 , 836 , 0 , 0 , 252 , 14.669 , 26.667 , 3.5294 , 12.157 , 15.294 , 7.8431 , 14.554 , 0 
9 , 3.6029 , 66.667 , 11.765 , 841.5 , 3 , 6.7472 , 252 , 14.638 , 35.294 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.848 , 0.80615 
9 , 3.6029 , 54.902 , 12.549 , 897.75 , 4 , 3.0403 , 252 , 14.521 , 31.372 , 2.3529 , 11.373 , 15.686 , 8.2353 , 14.554 , 0.38753 
8 , 3.6029 , 47.843 , 14.118 , 1453 , 6 , 5.0919 , 252 , 14.521 , 30.98 , 4.3137 , 13.333 , 20 , 10.196 , 14.554 , 1.0505 
1 , 3.6029 , 47.843 , 14.118 , 1731 , 10 , 15.001 , 252 , 14.729 , 29.02 , 5.4902 , 14.51 , 20.392 , 10.196 , 14.554 , 3.6869 
1 , 3.6029 , 42.745 , 14.51 , 1731 , 10 , 15.001 , 252 , 14.823 , 28.235 , 5.8823 , 15.294 , 20 , 10.196 , 14.848 , 3.6869 
1 , 3.6029 , 40.784 , 14.118 , 2076.5 , 13 , 11.524 , 252 , 14.342 , 28.235 , 3.9216 , 11.765 , 15.294 , 7.8431 , 14.863 , 3.3975 
7 , 3.6029 , 24.314 , 12.549 , 1273.5 , 15 , 15.653 , 252 , 13.991 , 18.039 , 1.1765 , 11.373 , 15.294 , 7.8431 , 14.863 , 2.8303 
7 , 3.6029 , 29.804 , 11.373 , 1273.5 , 14 , 15.653 , 252 , 14.918 , 20.392 , 1.1765 , 11.373 , 15.294 , 7.8431 , 14.887 , 2.8303 
3 , 3.6029 , 35.294 , 10.98 , 1220.8 , 13 , 15.653 , 252 , 15.352 , 20.392 , 2.7451 , 11.765 , 15.294 , 7.8431 , 14.887 , 2.8303 
3 , 3.6029 , 35.294 , 10.98 , 1240.8 , 11 , 0 , 252 , 15.352 , 20.392 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.887 , 0 
3 , 3.6029 , 35.686 , 11.373 , 1240.8 , 11 , 0 , 252 , 15.166 , 19.216 , 2.7451 , 11.765 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 29.412 , 10.196 , 1253.8 , 11 , 0 , 252 , 14.599 , 19.216 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 29.412 , 10.196 , 1010.5 , 0 , 0 , 252 , 14.953 , 16.078 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 32.549 , 10.196 , 859.75 , 0 , 0 , 252 , 14.81 , 17.255 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 34.902 , 10.196 , 859.75 , 0 , 0 , 252 , 14.412 , 18.823 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 36.078 , 10.196 , 787.75 , 0 , 0 , 252 , 14.412 , 19.608 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 37.255 , 10.196 , 793 , 0 , 0 , 252 , 14.54 , 19.608 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
1 , 3.6029 , 37.255 , 10.588 , 876.75 , 0 , 0 , 252 , 14.777 , 27.059 , 1.9608 , 11.765 , 15.294 , 7.8431 , 14.848 , 0 
1 , 3.6029 , 58.824 , 11.765 , 949 , 0 , 0 , 252 , 14.95 , 32.157 , 3.1372 , 11.765 , 15.294 , 8.6274 , 14.848 , 0 
1 , 3.6029 , 57.647 , 12.941 , 949 , 2 , 3.0894 , 252 , 14.449 , 27.451 , 5.4902 , 12.941 , 19.608 , 9.8039 , 14.554 , 0.41628 
1 , 3.6029 , 58.431 , 13.333 , 1407.2 , 5 , 6.8436 , 252 , 14.765 , 27.451 , 4.3137 , 13.333 , 19.608 , 9.8039 , 14.554 , 1.3674 
1 , 3.6029 , 49.02 , 14.51 , 1686.5 , 9 , 13.15 , 252 , 14.949 , 25.882 , 4.3137 , 13.333 , 19.608 , 9.8039 , 14.554 , 3.1489 
1 , 3.6029 , 58.824 , 16.078 , 1989.8 , 12 , 11.636 , 252 , 14.263 , 28.628 , 6.2745 , 15.294 , 21.177 , 10.98 , 14.554 , 3.2873 
1 , 3.6029 , 60 , 16.078 , 1660.2 , 16 , 24.099 , 252 , 14.263 , 29.02 , 8.2353 , 15.686 , 21.177 , 10.588 , 14.554 , 5.6808 
1 , 3.6029 , 60 , 14.118 , 1503.5 , 16 , 24.099 , 252 , 14.603 , 18.823 , 2.3529 , 10.98 , 17.255 , 8.6274 , 14.867 , 5.6808 
7 , 3.6029 , 36.078 , 12.157 , 1503.5 , 17 , 7.2718 , 252 , 15.067 , 21.569 , 3.5294 , 12.157 , 18.039 , 9.0196 , 14.554 , 1.5523 
7 , 3.6029 , 29.412 , 9.4118 , 1532.8 , 18 , 7.5912 , 252 , 14.455 , 21.569 , 1.5686 , 10.588 , 15.294 , 9.0196 , 14.848 , 1.652 
3 , 3.6029 , 28.235 , 10.98 , 1243.8 , 17 , 7.5912 , 252 , 14.935 , 14.118 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.554 , 1.652 
3 , 3.6029 , 33.333 , 10.98 , 1301.2 , 16 , 7.5912 , 252 , 14.934 , 18.823 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.554 , 1.652 
3 , 3.6029 , 32.549 , 10.98 , 1310 , 14 , 0 , 252 , 14.934 , 18.823 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.848 , 0 
3 , 3.6029 , 32.549 , 10.98 , 1303.5 , 14 , 0 , 252 , 14.953 , 18.823 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.554 , 0 
3 , 3.6029 , 32.941 , 10.196 , 1303.5 , 8 , 0 , 252 , 14.719 , 16.863 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
3 , 3.6029 , 31.372 , 10.588 , 1155.5 , 4 , 0 , 252 , 14.833 , 16.863 , 3.1372 , 11.373 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 34.902 , 10.196 , 1032 , 1 , 0 , 252 , 14.547 , 20.392 , 1.1765 , 11.373 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 31.765 , 9.8039 , 899.5 , 0 , 0 , 252 , 14.67 , 17.255 , 1.1765 , 11.373 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 32.941 , 9.8039 , 813 , 0 , 0 , 252 , 14.512 , 18.039 , 0.78431 , 9.8039 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.294 , 9.8039 , 802.25 , 0 , 0 , 252 , 14.512 , 18.823 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 794.25 , 0 , 0 , 252 , 14.565 , 19.608 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.686 , 10.196 , 793 , 0 , 0 , 252 , 14.679 , 19.216 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.294 , 10.196 , 793 , 0 , 0 , 252 , 14.525 , 19.216 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.686 , 10.196 , 790.75 , 0 , 0 , 252 , 14.585 , 19.216 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.863 , 10.196 , 789.25 , 0 , 0 , 252 , 14.841 , 20 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 37.647 , 10.196 , 787.5 , 0 , 0 , 252 , 14.841 , 20 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 37.647 , 10.196 , 802.75 , 0 , 0 , 252 , 14.761 , 20 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 36.471 , 10.196 , 802.75 , 0 , 0 , 252 , 14.653 , 25.882 , 3.1372 , 11.373 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 56.471 , 12.157 , 882.25 , 0 , 0 , 252 , 14.936 , 25.882 , 3.1372 , 12.157 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 55.686 , 10.98 , 869.75 , 0 , 0 , 252 , 14.719 , 30.588 , 1.5686 , 12.157 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 40.392 , 10.196 , 860.25 , 0 , 0 , 252 , 14.433 , 22.745 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 52.941 , 10.196 , 868 , 0 , 0 , 252 , 14.433 , 24.706 , 1.1765 , 11.373 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 52.941 , 11.765 , 833.25 , 0 , 0 , 252 , 14.686 , 23.137 , 2.7451 , 10.98 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 39.608 , 10.196 , 833.25 , 0 , 0 , 252 , 14.31 , 20 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 36.078 , 10.196 , 778 , 0 , 0 , 252 , 14.51 , 20 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.686 , 10.196 , 796 , 0 , 0 , 252 , 14.834 , 19.216 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.471 , 10.196 , 795.75 , 0 , 0 , 252 , 15.029 , 19.608 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.078 , 10.196 , 795.75 , 0 , 0 , 252 , 14.629 , 20 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.078 , 10.196 , 850.5 , 0 , 0 , 252 , 14.629 , 18.823 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 34.902 , 10.196 , 850.5 , 0 , 0 , 252 , 14.586 , 18.823 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.686 , 10.196 , 834 , 0 , 0 , 252 , 14.893 , 18.823 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 34.902 , 10.196 , 851.25 , 0 , 0 , 252 , 14.816 , 19.216 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 34.51 , 10.196 , 855.75 , 0 , 0 , 252 , 14.651 , 18.823 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.686 , 10.196 , 861.5 , 0 , 0 , 252 , 14.651 , 18.823 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 35.686 , 10.196 , 843 , 0 , 0 , 252 , 14.652 , 19.216 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 843 , 0 , 0 , 252 , 14.76 , 19.216 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 848.75 , 0 , 0 , 252 , 14.746 , 19.216 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 36.863 , 10.588 , 846.75 , 0 , 0 , 252 , 14.669 , 19.216 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.554 , 0 
8 , 3.6029 , 36.471 , 10.196 , 856 , 0 , 0 , 252 , 14.66 , 20 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 855 , 0 , 0 , 252 , 14.66 , 19.608 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 854.5 , 0 , 0 , 252 , 14.744 , 18.823 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 35.294 , 10.196 , 854.5 , 0 , 0 , 252 , 14.823 , 21.961 , 1.5686 , 10.588 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 49.02 , 12.549 , 857.5 , 0 , 0 , 252 , 14.725 , 21.961 , 3.1372 , 12.157 , 16.078 , 8.2353 , 14.554 , 0 
8 , 3.6029 , 63.922 , 12.157 , 877.25 , 1 , 0.73561 , 252 , 14.83 , 30.98 , 3.1372 , 12.157 , 16.078 , 8.2353 , 14.848 , 0.091624 
8 , 3.6029 , 64.314 , 11.765 , 874.25 , 3 , 4.6045 , 252 , 14.764 , 32.941 , 2.7451 , 12.157 , 16.863 , 8.6274 , 14.848 , 0.57156 
1 , 3.6029 , 50.588 , 10.98 , 907.5 , 4 , 3.1637 , 252 , 14.397 , 32.941 , 2.7451 , 11.765 , 15.294 , 7.8431 , 14.554 , 0.40764 
1 , 3.6029 , 48.235 , 10.98 , 873.25 , 4 , 3.1637 , 252 , 14.397 , 26.274 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.554 , 0.40764 
7 , 3.6029 , 48.235 , 10.98 , 848 , 4 , 3.1637 , 252 , 14.472 , 26.274 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.848 , 0.40764 
7 , 3.6029 , 47.843 , 10.98 , 848 , 4 , 0 , 252 , 14.729 , 26.667 , 2.3529 , 10.98 , 15.294 , 7.8431 , 14.848 , 0 
9 , 3.6029 , 49.02 , 10.98 , 848 , 4 , 0 , 252 , 14.911 , 26.667 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.848 , 0 
9 , 3.6029 , 48.627 , 10.98 , 861.75 , 4 , 0 , 252 , 14.681 , 26.667 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.554 , 0 
9 , 3.6029 , 50.196 , 10.98 , 844.25 , 4 , 0 , 252 , 14.897 , 26.667 , 1.9608 , 10.98 , 18.823 , 7.8431 , 14.848 , 0 
9 , 3.6029 , 63.137 , 15.686 , 1150.5 , 4 , 0 , 252 , 14.459 , 29.02 , 5.098 , 12.941 , 18.823 , 9.8039 , 14.848 , 0 
9 , 3.6029 , 42.745 , 12.157 , 1468.5 , 7 , 9.3793 , 252 , 15.265 , 24.706 , 5.098 , 12.941 , 19.216 , 9.4118 , 14.577 , 1.9556 
9 , 3.6029 , 20.392 , 10.98 , 1409.5 , 7 , 9.3793 , 252 , 15.265 , 15.294 , 2.3529 , 10.196 , 15.294 , 7.8431 , 14.577 , 1.9556 
8 , 3.6029 , 30.196 , 10.98 , 1120 , 3 , 9.3793 , 252 , 13.813 , 15.686 , 1.5686 , 10.98 , 15.294 , 7.8431 , 14.848 , 1.9556 
8 , 3.6029 , 30.196 , 10.196 , 974.5 , 3 , 0 , 252 , 15.882 , 16.078 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.56 , 0 
8 , 3.6029 , 29.412 , 9.8039 , 974.5 , 0 , 0 , 252 , 14.792 , 16.863 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
8 , 3.6029 , 32.941 , 10.196 , 816 , 0 , 0 , 252 , 14.857 , 16.863 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.848 , 0 
1 , 0 , 44.314 , 11.373 , 864.25 , 2 , 2.9969 , 52 , 14.974 , 23.529 , 2.7451 , 12.549 , 18.431 , 9.0196 , 14.862 , 0.36774 
1 , 0 , 44.314 , 11.373 , 1285 , 2 , 2.9969 , 52 , 15.362 , 25.098 , 3.5294 , 12.549 , 18.823 , 9.4118 , 14.862 , 0.36774 
1 , 2.477 , 50.588 , 13.333 , 1285 , 2 , 2.9969 , 50 , 14.918 , 27.059 , 4.3137 , 13.726 , 19.608 , 9.8039 , 14.604 , 0.36774 
1 , 4.5036 , 50.588 , 13.726 , 1472 , 6 , 5.1048 , 51 , 14.863 , 25.882 , 4.7059 , 13.726 , 19.608 , 9.8039 , 14.863 , 1.0669 
9 , 5.6295 , 49.804 , 14.118 , 1701.2 , 9 , 10.172 , 56 , 14.882 , 25.882 , 5.4902 , 13.726 , 19.608 , 9.8039 , 14.556 , 2.4572 
9 , 8.782 , 22.745 , 13.333 , 1929.2 , 11 , 6.8748 , 60 , 13.734 , 20.392 , 5.4902 , 13.726 , 15.294 , 7.8431 , 14.848 , 1.8832 
9 , 11.709 , 24.314 , 10.98 , 1326 , 9 , 6.8748 , 78 , 13.734 , 11.765 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.848 , 1.8832 
3 , 10.809 , 24.314 , 10.98 , 1165.2 , 4 , 6.8748 , 90 , 14.439 , 18.431 , 1.9608 , 10.98 , 15.294 , 7.8431 , 14.583 , 1.8832 
3 , 6.7554 , 34.118 , 10.588 , 1165.2 , 4 , 6.8748 , 95 , 15.72 , 16.078 , 1.5686 , 10.196 , 15.294 , 7.8431 , 14.88 , 1.8832 
8 , 3.1525 , 28.628 , 9.8039 , 1052.5 , 0 , 0 , 98 , 14.95 , 19.608 , 1.1765 , 10.196 , 15.294 , 7.8431 , 14.88 , 0 
8 , 0.67554 , 46.275 , 11.373 , 893.75 , 0 , 0 , 96 , 14.737 , 19.608 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.587 , 0 
1 , 0 , 51.373 , 10.98 , 819.75 , 2 , 3.1067 , 43 , 14.614 , 27.059 , 2.3529 , 11.373 , 15.294 , 7.8431 , 14.867 , 0.36159 
1 , 3.1525 , 75.686 , 17.255 , 1184.2 , 5 , 8.0845 , 62 , 14.614 , 29.02 , 1.9608 , 11.373 , 19.216 , 10.196 , 14.867 , 1.3594 
1 , 6.305 , 75.686 , 17.255 , 1865.8 , 11 , 22.042 , 72 , 14.327 , 36.471 , 7.451 , 16.471 , 22.353 , 11.373 , 14.867 , 5.8392 
1 , 9.6827 , 75.686 , 17.255 , 1865.8 , 11 , 22.042 , 73 , 14.977 , 41.176 , 9.0196 , 18.431 , 23.529 , 11.765 , 14.572 , 5.8392 
1 , 9.6827 , 78.823 , 19.608 , 2464 , 15 , 15.741 , 73 , 15.181 , 41.176 , 10.98 , 20 , 23.922 , 12.157 , 14.852 , 5.5068 
1 , 10.358 , 95.294 , 21.177 , 1706 , 21 , 43.492 , 72 , 14.859 , 45.882 , 14.118 , 23.137 , 23.922 , 12.157 , 14.848 , 10.535 
1 , 16.663 , 76.471 , 23.529 , 2248.5 , 26 , 36.115 , 63 , 14.98 , 45.098 , 14.118 , 23.137 , 24.706 , 12.549 , 14.848 , 11.53 
5 , 19.366 , 85.882 , 20.784 , 1657.2 , 30 , 34.313 , 64 , 14.98 , 52.549 , 14.118 , 28.235 , 27.059 , 13.726 , 14.848 , 8.074 
5 , 24.77 , 85.882 , 20.784 , 1939 , 30 , 34.313 , 62 , 14.857 , 49.804 , 10.588 , 19.608 , 28.235 , 14.51 , 14.848 , 8.074 
5 , 24.77 , 68.627 , 21.177 , 1939 , 33 , 41.568 , 62 , 14.724 , 49.02 , 12.549 , 21.569 , 28.628 , 14.51 , 14.554 , 11.444 
5 , 30.399 , 79.216 , 20.392 , 2003.5 , 37 , 49 , 61 , 14.655 , 49.02 , 12.157 , 21.569 , 28.628 , 14.118 , 14.848 , 13.939 
5 , 39.857 , 91.765 , 21.177 , 2140.5 , 41 , 34.315 , 62 , 14.854 , 47.059 , 10.588 , 21.569 , 28.628 , 14.118 , 14.848 , 10.429 
